launch_id,date,year,month,rocket,launch_site,country,operator,mission_type,orbit,payload_mass_kg,n_payloads,launch_success,failure_mode,crewed,crew_size,booster_reused,launch_cost_m_usd,rocket_era,rocket_type
SL002367,1979-04-13,1979,4,Vanguard,Cape Canaveral SLC-41,USA,NRL,Scientific,LEO,1,1,0,structural failure,0,0,0,,Cold War,orbital
SL002368,1987-09-21,1987,9,Diamant,Guiana Space Centre ELA-3,Europe,CNES,Scientific,LEO,23,1,0,software,0,0,0,,Cold War,orbital
SL002369,1984-05-27,1984,5,Voskhod,Baikonur Cosmodrome,USSR,OKB-1,IoT/Cubesat,SSO,1284,1,1,,0,0,0,,Cold War,orbital
SL002370,1993-12-15,1993,12,Rokot,Baikonur Cosmodrome,Russia,Khrunichev,Weather,GEO,154,1,1,,0,0,0,36.6,Post-Soviet,orbital
SL002371,1989-06-11,1989,6,Long March 1,Taiyuan Satellite Launch,China,CASC,Space Telescope,SSO,32,1,0,engine failure,0,0,0,,Cold War,orbital
SL002372,1982-04-08,1982,4,Long March 1,Xichang Satellite Launch,China,CASC,Scientific,LEO,20,1,1,,0,0,0,,Cold War,orbital
SL002373,1981-05-23,1981,5,Saturn IB,Cape Canaveral SLC-41,USA,NASA,Space Telescope,GEO,1312,1,1,,0,0,0,,Cold War,orbital
SL002374,1978-02-10,1978,2,Soyuz 11A511,Baikonur Cosmodrome,USSR,OKB-1,Navigation/GPS,MEO,869,1,1,,0,0,0,,Cold War,orbital
SL002375,1984-10-06,1984,10,Mu-4S,Uchinoura Space Center,Japan,ISAS,Space Telescope,LEO,48,1,1,,0,0,0,,Cold War,orbital
SL002376,1972-07-26,1972,7,Juno I,Wallops Flight Facility,USA,Army,Human Spaceflight,LEO,6,1,0,engine failure,1,1,0,,Cold War,orbital
SL002377,2020-12-09,2020,12,Falcon 9 v1.0,Mahia Peninsula LC-1,USA,SpaceX,IoT/Cubesat,SSO,1732,15,1,,0,0,0,61.2,New Space,orbital
SL002378,1999-11-28,1999,11,Thor-Delta,Mahia Peninsula LC-1,USA,NASA,IoT/Cubesat,LEO,32,1,1,,0,0,0,,Cold War,orbital
SL002379,1971-01-14,1971,1,Proton-K,Plesetsk Cosmodrome,USSR,Khrunichev,Earth Observation,LEO,2796,1,1,,0,0,0,,Cold War,orbital
SL002380,2009-07-13,2009,7,Soyuz-2.1b,Wenchang Space Launch,Other,TsSKB,Defense/Intelligence,GEO,4091,1,1,,0,0,0,55.2,Modern,orbital
SL002381,2019-09-18,2019,9,Minotaur IV,Cape Canaveral SLC-40,USA,Orbital ATK,Rideshare,SSO,285,58,1,,0,0,0,53.1,Modern,orbital
SL002382,1977-03-13,1977,3,Titan II GLV,SpaceX Starbase (Boca Chica),USA,USAF,Communications,MEO,870,1,1,,0,0,0,,Cold War,orbital
SL002383,1972-09-22,1972,9,Sputnik (R-7),Baikonur Cosmodrome,USSR,OKB-1,Navigation/GPS,MEO,56,1,1,,0,0,0,,Cold War,orbital
SL002384,1960-11-25,1960,11,Juno I,Cape Canaveral SLC-41,USA,Army,Technology Demonstration,LEO,2,1,1,,0,0,0,,Cold War,orbital
SL002385,1965-03-09,1965,3,Voskhod,Plesetsk Cosmodrome,USSR,OKB-1,Human Spaceflight,ISS,874,1,1,,1,7,0,,Cold War,orbital
SL002386,2014-10-12,2014,10,H-IIA,Uchinoura Space Center,Japan,JAXA,Technology Demonstration,GTO,1988,1,1,,0,0,0,82.0,Modern,orbital
SL002387,2024-05-03,2024,5,Long March 3B,Wenchang Space Launch,China,CASC,Astronomy,GTO,2627,1,1,,0,0,0,67.5,Modern,orbital
SL002388,1965-09-05,1965,9,Sputnik (R-7),Baikonur Cosmodrome,USSR,OKB-1,Technology Demonstration,LEO,100,1,1,,0,0,0,,Cold War,orbital
SL002389,2013-01-18,2013,1,Rokot,Svobodny / Vostochny,Russia,Khrunichev,Astronomy,GEO,444,1,1,,0,0,0,43.1,Post-Soviet,orbital
SL002390,1966-02-24,1966,2,Titan II GLV,Vandenberg SFB SLC-2W,Other,USAF,Communications,GEO,1606,1,1,,0,0,0,,Cold War,orbital
SL002391,1999-03-23,1999,3,Rokot,Svobodny / Vostochny,Russia,Khrunichev,Navigation/GPS,MEO,594,1,1,,0,0,0,38.4,Post-Soviet,orbital
SL002392,2013-08-04,2013,8,Soyuz-2.1b,Baikonur Cosmodrome,Russia,TsSKB,Navigation/GPS,GEO,1718,1,1,,0,0,0,70.7,Modern,orbital
SL002393,1984-03-01,1984,3,Cosmos-3M,Baikonur Cosmodrome,USSR,PO Polyot,Interplanetary,TLI,352,1,1,,0,0,0,,Cold War,orbital
SL002394,1961-03-24,1961,3,Scout,Cape Canaveral SLC-41,USA,LTV,Scientific,GEO,14,1,1,,0,0,0,,Cold War,orbital
SL002395,1999-06-18,1999,6,Delta II,Vandenberg SFB SLC-4E,USA,Boeing,Communications,GTO,871,1,1,,0,0,0,52.6,Modern,orbital
SL002396,2024-03-13,2024,3,Firefly Alpha,SpaceX Starbase (Boca Chica),USA,Firefly,Defense/Intelligence,SSO,334,1,1,,0,0,0,18.7,New Space,small-sat
SL002397,1978-03-23,1978,3,Thor-Delta,Vandenberg SFB SLC-4E,USA,NASA,Defense/Intelligence,SSO,55,1,1,,0,0,0,,Cold War,orbital
SL002398,1974-10-16,1974,10,Vanguard,Vandenberg SFB SLC-4E,USA,NRL,Communications,GEO,1,1,1,,0,0,0,,Cold War,orbital
SL002399,1970-03-02,1970,3,Proton-K,Baikonur Cosmodrome,USSR,Khrunichev,Communications,GEO,8138,1,1,,0,0,0,,Cold War,orbital
SL002400,1996-11-09,1996,11,Titan III,Cape Canaveral SLC-40,USA,USAF,Astronomy,LEO,2765,1,1,,0,0,0,,Cold War,orbital
SL002401,1999-03-17,1999,3,Long March 2D,Xichang Satellite Launch,China,CASC,IoT/Cubesat,SSO,1746,1,1,,0,0,0,26.8,Modern,orbital
SL002402,2016-08-07,2016,8,Long March 2C,Xichang Satellite Launch,China,CASC,Weather,LEO,800,1,1,,0,0,0,23.7,Modern,orbital
SL002403,2013-09-27,2013,9,Long March 3B,Jiuquan Satellite Launch,China,CASC,Weather,LEO,1437,1,1,,0,0,0,93.9,Modern,orbital
SL002404,2021-09-25,2021,9,Delta IV Medium,Mahia Peninsula LC-1,USA,Boeing,IoT/Cubesat,SSO,2212,22,1,,0,0,0,181.3,Modern,orbital
SL002405,2017-12-13,2017,12,Proton-M,Svobodny / Vostochny,Russia,Khrunichev,Rideshare,SSO,4877,1,1,,0,0,0,115.0,Modern,orbital
SL002406,1978-09-06,1978,9,Vostok-K,Plesetsk Cosmodrome,USSR,OKB-1,Earth Observation,LEO,1679,1,1,,0,0,0,,Cold War,orbital
SL002407,1996-01-17,1996,1,Rokot,Plesetsk Cosmodrome,Russia,Khrunichev,Scientific,HEO,230,1,1,,0,0,0,33.8,Post-Soviet,orbital
SL002408,1981-05-09,1981,5,Saturn V,Cape Canaveral SLC-41,USA,NASA,Communications,MEO,21705,1,1,,0,0,0,,Cold War,orbital
SL002409,1982-12-05,1982,12,Voskhod,Kapustin Yar,USSR,OKB-1,Lunar,Interplanetary,907,1,1,,0,0,0,,Cold War,orbital
SL002410,2023-08-27,2023,8,Thor-Delta,SpaceX Starbase (Boca Chica),USA,NASA,IoT/Cubesat,LEO,74,16,1,,0,0,0,,Cold War,orbital
SL002411,2008-01-20,2008,1,Soyuz-FG,Svobodny / Vostochny,Russia,TsSKB,Space Station Resupply,ISS,1387,1,1,,0,0,0,74.8,Modern,orbital
SL002412,2024-03-20,2024,3,New Shepard,Kennedy Space Center LC-39A,USA,Blue Origin,Earth Observation,LEO,0,1,1,,0,0,0,0.5,New Space,suborbital
SL002413,1987-05-25,1987,5,Zenit-2,Plesetsk Cosmodrome,USSR,Yuzhnoye,Human Spaceflight,ISS,3275,1,1,,1,7,0,,Cold War,orbital
SL002414,1994-12-18,1994,12,Long March 2C,Taiyuan Satellite Launch,China,CASC,Space Station Module,LEO,848,1,1,,0,0,0,24.7,Modern,orbital
SL002415,1991-10-20,1991,10,Thor-Delta,SpaceX Starbase (Boca Chica),USA,NASA,Weather,GEO,29,1,1,,0,0,0,,Cold War,orbital
SL002416,1969-02-27,1969,2,Cosmos-3M,Kapustin Yar,USSR,PO Polyot,Scientific,GEO,409,1,1,,0,0,0,,Cold War,orbital
SL002417,1977-01-27,1977,1,Vanguard,Cape Canaveral SLC-40,USA,NRL,Earth Observation,SSO,2,1,0,engine failure,0,0,0,,Cold War,orbital
SL002418,1994-12-12,1994,12,Long March 1,Xichang Satellite Launch,China,CASC,Earth Observation,SSO,121,1,1,,0,0,0,,Cold War,orbital
SL002419,1966-04-21,1966,4,Voskhod,Baikonur Cosmodrome,USSR,OKB-1,Human Spaceflight,ISS,777,1,1,,1,6,0,,Cold War,orbital
SL002420,2023-09-08,2023,9,Falcon 9 v1.0,Wallops Flight Facility,USA,SpaceX,Space Station Resupply,ISS,4051,1,1,,0,0,0,54.6,New Space,orbital
SL002421,1970-05-22,1970,5,Sputnik (R-7),Baikonur Cosmodrome,USSR,OKB-1,Communications,LEO,91,1,1,,0,0,0,,Cold War,orbital
SL002422,1974-11-28,1974,11,Soyuz 11A511,Kapustin Yar,USSR,OKB-1,Scientific,LEO,3291,1,1,,0,0,0,,Cold War,orbital
SL002423,2014-12-23,2014,12,Falcon 1,Kennedy Space Center LC-39A,USA,SpaceX,Scientific,SSO,57,1,0,upper stage failure,0,0,0,7.9,New Space,orbital
SL002424,1968-12-05,1968,12,Scout,Cape Canaveral SLC-41,USA,LTV,Earth Observation,GTO,37,1,1,,0,0,0,,Cold War,orbital
SL002425,2022-02-23,2022,2,Hyperbola-1,Jiuquan Satellite Launch,China,iSpace,Military Reconnaissance,LEO,110,1,1,,0,0,0,,New Space,small-sat
SL002426,2011-08-06,2011,8,Juno I,Kennedy Space Center LC-39A,USA,Army,Defense/Intelligence,GTO,4,1,1,,0,0,0,,Cold War,orbital
SL002427,1966-02-26,1966,2,Proton-K,Baikonur Cosmodrome,USSR,Khrunichev,Scientific,LEO,4411,1,1,,0,0,0,,Cold War,orbital
SL002428,2009-08-01,2009,8,Thor-Delta,Mahia Peninsula LC-1,USA,NASA,IoT/Cubesat,SSO,39,1,1,,0,0,0,,Cold War,orbital
SL002429,2003-05-10,2003,5,Soyuz-FG,Plesetsk Cosmodrome,Russia,TsSKB,Weather,GEO,2331,1,1,,0,0,0,60.6,Modern,orbital
SL002430,2013-02-22,2013,2,Dnepr,Satish Dhawan Space Centre,Other,ISC,Astronomy,LEO,765,1,1,,0,0,0,27.4,Post-Soviet,orbital
SL002431,2018-02-26,2018,2,Long March 3B,Jiuquan Satellite Launch,China,CASC,Commercial Satellite,LEO,1996,1,1,,0,0,0,59.6,Modern,orbital
SL002432,2011-10-19,2011,10,Long March 2D,Taiyuan Satellite Launch,China,CASC,Lunar,Interplanetary,1078,1,1,,0,0,0,18.8,Modern,orbital
SL002433,1998-04-25,1998,4,Saturn IB,Cape Canaveral SLC-41,USA,NASA,Weather,LEO,2378,1,1,,0,0,0,,Cold War,orbital
SL002434,1982-01-02,1982,1,Sputnik (R-7),Plesetsk Cosmodrome,USSR,OKB-1,Space Station Module,LEO,48,1,1,,0,0,0,,Cold War,orbital
SL002435,2009-10-04,2009,10,Ariane 4,Kourou ELA-4 (Ariane 6),Europe,Arianespace,Space Station Resupply,ISS,656,1,1,,0,0,0,,Post-Cold War,orbital
SL002436,2023-06-07,2023,6,Minotaur IV,Kennedy Space Center LC-39A,USA,Orbital ATK,Interplanetary,TLI,336,1,1,,0,0,0,48.5,Modern,orbital
SL002437,1998-01-16,1998,1,H-I,Tanegashima Space Center,Japan,NASDA,Human Spaceflight,ISS,695,1,1,,1,5,0,,Cold War,orbital
SL002438,2006-07-28,2006,7,Titan III,Kennedy Space Center LC-39A,USA,USAF,IoT/Cubesat,LEO,3988,1,1,,0,0,0,,Cold War,orbital
SL002439,1988-12-21,1988,12,Lambda 4S,Uchinoura Space Center,Japan,ISAS,IoT/Cubesat,LEO,9,1,0,guidance failure,0,0,0,,Cold War,orbital
SL002440,2013-09-21,2013,9,Saturn IB,SpaceX Starbase (Boca Chica),USA,NASA,Commercial Satellite,GEO,3282,1,1,,0,0,0,,Cold War,orbital
SL002441,2024-10-25,2024,10,Long March 1,Xichang Satellite Launch,China,CASC,Navigation/GPS,MEO,149,1,0,structural failure,0,0,0,,Cold War,orbital
SL002442,1972-04-20,1972,4,Voskhod,Baikonur Cosmodrome,USSR,OKB-1,Navigation/GPS,MEO,808,1,0,engine failure,0,0,0,,Cold War,orbital
SL002443,1975-06-24,1975,6,Proton-K,Kapustin Yar,USSR,Khrunichev,Scientific,LEO,10477,1,1,,0,0,0,,Cold War,orbital
SL002444,1995-10-17,1995,10,Jupiter-C,Vandenberg SFB SLC-4E,USA,Army,Military Reconnaissance,SSO,1,1,1,,0,0,0,,Cold War,suborbital
SL002445,1990-04-11,1990,4,Long March 1,Wenchang Space Launch,China,CASC,Navigation/GPS,MEO,72,1,1,,0,0,0,,Cold War,orbital
SL002446,1997-07-02,1997,7,Rokot,Svobodny / Vostochny,Russia,Khrunichev,Rideshare,SSO,129,1,1,,0,0,0,52.6,Post-Soviet,orbital
SL002447,1965-12-26,1965,12,Voskhod,Kapustin Yar,USSR,OKB-1,Technology Demonstration,LEO,949,1,0,guidance failure,0,0,0,,Cold War,orbital
SL002448,1986-01-06,1986,1,Diamant,Kourou ELS (Vega),Europe,CNES,Rideshare,SSO,15,1,1,,0,0,0,,Cold War,orbital
SL002449,1998-11-06,1998,11,Mu-4S,Hammaguira,Other,ISAS,Navigation/GPS,MEO,35,1,0,structural failure,0,0,0,,Cold War,orbital
SL002450,1998-08-03,1998,8,Mu-4S,Taiyuan Satellite Launch,Other,ISAS,Earth Observation,SSO,27,1,1,,0,0,0,,Cold War,orbital
SL002451,2005-06-22,2005,6,Long March 4B,Wenchang Space Launch,China,CASC,Defense/Intelligence,GTO,656,1,1,,0,0,0,16.8,Modern,orbital
SL002452,2011-03-01,2011,3,Long March 2C,Taiyuan Satellite Launch,China,CASC,Human Spaceflight,LEO,326,1,1,,1,4,0,17.6,Modern,orbital
SL002453,2004-10-11,2004,10,Long March 4B,Xichang Satellite Launch,China,CASC,Military Reconnaissance,GEO,1243,1,1,,0,0,0,27.1,Modern,orbital
SL002454,2016-07-05,2016,7,Proton-M,Baikonur Cosmodrome,Russia,Khrunichev,IoT/Cubesat,LEO,3842,1,1,,0,0,0,76.2,Modern,orbital
SL002455,2002-10-23,2002,10,Space Shuttle,SpaceX Starbase (Boca Chica),USA,NASA,Defense/Intelligence,GTO,4258,1,1,,0,0,0,1119.7,Cold War,orbital
SL002456,1994-03-15,1994,3,Taurus,Vandenberg SFB SLC-4E,USA,Orbital Sciences,IoT/Cubesat,LEO,217,1,1,,0,0,0,36.9,Post-Cold War,orbital
SL002457,2000-04-25,2000,4,Ariane 1,Kourou ELS (Vega),Europe,CNES,Human Spaceflight,ISS,280,1,1,,1,3,0,,Cold War,orbital
SL002458,1968-08-12,1968,8,Thor-Delta,Cape Canaveral SLC-40,USA,NASA,Defense/Intelligence,SSO,83,1,0,upper stage failure,0,0,0,,Cold War,orbital
SL002459,1979-10-06,1979,10,Soyuz-U,Baikonur Cosmodrome,USSR,TsSKB,Communications,LEO,578,1,1,,0,0,0,39.8,Cold War,orbital
SL002460,1994-12-13,1994,12,Pegasus XL,Mahia Peninsula LC-1,USA,Orbital Sciences,IoT/Cubesat,SSO,49,1,1,,0,0,0,44.8,Post-Cold War,air-launch
SL002461,2020-11-25,2020,11,Long March 3B,Wenchang Space Launch,China,CASC,Rideshare,SSO,3698,8,1,,0,0,0,66.4,Modern,orbital
SL002462,2007-02-28,2007,2,Soyuz-FG,Baikonur Cosmodrome,Russia,TsSKB,Human Spaceflight,LEO,2274,1,1,,1,4,0,100.1,Modern,orbital
SL002463,1968-10-05,1968,10,Atlas-Centaur,SpaceX Starbase (Boca Chica),USA,GD,Navigation/GPS,MEO,2245,1,1,,0,0,0,,Cold War,orbital
SL002464,1999-10-02,1999,10,Rokot,Svobodny / Vostochny,Russia,Khrunichev,Interplanetary,TLI,413,1,1,,0,0,0,39.3,Post-Soviet,orbital
SL002465,1976-07-04,1976,7,Diamant,Guiana Space Centre ELA-3,Europe,CNES,Scientific,SSO,21,1,1,,0,0,0,,Cold War,orbital
SL002466,2012-05-01,2012,5,Long March 4B,Xichang Satellite Launch,China,CASC,Rideshare,LEO,877,1,1,,0,0,0,27.2,Modern,orbital
SL002467,2018-10-11,2018,10,Long March 2D,Taiyuan Satellite Launch,China,CASC,Space Station Resupply,LEO,815,1,1,,0,0,0,20.7,Modern,orbital
SL002468,1999-02-24,1999,2,Rokot,Plesetsk Cosmodrome,Russia,Khrunichev,Rideshare,LEO,226,1,1,,0,0,0,38.9,Post-Soviet,orbital
SL002469,1999-12-28,1999,12,Long March 2F,Wenchang Space Launch,China,CASC,Lunar,TLI,1842,1,1,,0,0,0,,Modern,crewed
SL002470,1983-07-03,1983,7,Long March 2C,Jiuquan Satellite Launch,China,CASC,Interplanetary,Interplanetary,1563,1,1,,0,0,0,20.6,Modern,orbital
SL002471,1988-01-23,1988,1,Mu-4S,Uchinoura Space Center,Other,ISAS,Weather,GEO,25,1,1,,0,0,0,,Cold War,orbital
SL002472,2020-12-13,2020,12,Long March 2C,Taiyuan Satellite Launch,China,CASC,Human Spaceflight,ISS,885,1,1,,1,3,0,17.9,Modern,orbital
SL002473,2011-04-15,2011,4,Soyuz-ST,Plesetsk Cosmodrome,Russia,TsSKB,Lunar,Interplanetary,3938,1,1,,0,0,0,54.2,Modern,orbital
SL002474,1993-11-03,1993,11,Soyuz-2.1b,Plesetsk Cosmodrome,Russia,TsSKB,Lunar,TLI,1235,1,1,,0,0,0,47.0,Modern,orbital
SL002475,1984-10-03,1984,10,Sputnik (R-7),Plesetsk Cosmodrome,USSR,OKB-1,Astronomy,GTO,148,1,1,,0,0,0,,Cold War,orbital
SL002476,1965-10-22,1965,10,Vostok-K,Plesetsk Cosmodrome,USSR,OKB-1,Human Spaceflight,ISS,918,1,0,range safety,1,3,0,,Cold War,orbital
SL002477,1971-06-16,1971,6,Voskhod,Plesetsk Cosmodrome,USSR,OKB-1,Communications,LEO,1864,1,1,,0,0,0,,Cold War,orbital
SL002478,1974-12-08,1974,12,Jupiter-C,SpaceX Starbase (Boca Chica),USA,Army,Navigation/GPS,MEO,1,1,0,upper stage failure,0,0,0,,Cold War,suborbital
SL002479,1985-04-07,1985,4,Sputnik (R-7),Baikonur Cosmodrome,USSR,OKB-1,Space Station Resupply,ISS,229,1,0,guidance failure,0,0,0,,Cold War,orbital
SL002480,2023-06-11,2023,6,Ceres-1,Jiuquan Satellite Launch,China,Galactic Energy,Space Telescope,SSO,132,1,1,,0,0,0,,New Space,small-sat
SL002481,1992-08-10,1992,8,Long March 1,Xichang Satellite Launch,China,CASC,Space Station Module,ISS,39,1,1,,0,0,0,,Cold War,orbital
SL002482,1977-01-14,1977,1,Soyuz 11A511,Kapustin Yar,USSR,OKB-1,Human Spaceflight,ISS,2403,1,1,,1,4,0,,Cold War,orbital
SL002483,1969-04-21,1969,4,Atlas-Centaur,Wallops Flight Facility,USA,GD,Defense/Intelligence,GEO,521,1,1,,0,0,0,,Cold War,orbital
SL002484,1983-09-23,1983,9,Saturn V,Cape Canaveral SLC-40,Other,NASA,Defense/Intelligence,LEO,34801,1,1,,0,0,0,,Cold War,orbital
SL002485,2018-12-19,2018,12,Atlas-Centaur,Vandenberg SFB SLC-4E,USA,GD,Communications,GEO,628,1,1,,0,0,0,,Cold War,orbital
SL002486,1985-12-23,1985,12,Thor-Delta,Vandenberg SFB SLC-4E,USA,NASA,Rideshare,SSO,65,1,1,,0,0,0,,Cold War,orbital
SL002487,2015-06-22,2015,6,Rokot,Plesetsk Cosmodrome,Russia,Khrunichev,Commercial Satellite,GTO,558,1,1,,0,0,0,34.9,Post-Soviet,orbital
SL002488,2017-05-19,2017,5,Ariane 4,Guiana Space Centre ELA-3,Europe,Arianespace,Astronomy,LEO,1053,1,1,,0,0,0,,Post-Cold War,orbital
SL002489,1969-04-08,1969,4,Voskhod,Baikonur Cosmodrome,USSR,OKB-1,Earth Observation,LEO,1828,1,1,,0,0,0,,Cold War,orbital
SL002490,2000-05-20,2000,5,Titan II GLV,Cape Canaveral SLC-41,USA,USAF,Weather,SSO,527,1,1,,0,0,0,,Cold War,orbital
SL002491,2023-06-16,2023,6,Vanguard,Cape Canaveral SLC-40,USA,NRL,Space Telescope,SSO,2,1,0,fairing failure,0,0,0,,Cold War,orbital
SL002492,1986-04-16,1986,4,Vostok-K,Baikonur Cosmodrome,USSR,OKB-1,Military Reconnaissance,GTO,1199,1,1,,0,0,0,,Cold War,orbital
SL002493,1965-01-20,1965,1,Proton-K,Baikonur Cosmodrome,USSR,Khrunichev,Scientific,LEO,5441,1,1,,0,0,0,,Cold War,orbital
SL002494,2022-12-21,2022,12,Vega,Guiana Space Centre ELA-3,Europe,Arianespace,Scientific,LEO,381,1,1,,0,0,0,54.7,Modern,small-sat
SL002495,2021-11-07,2021,11,New Shepard,Kennedy Space Center LC-39A,USA,Blue Origin,Rideshare,LEO,0,20,1,,0,0,0,0.6,New Space,suborbital
SL002496,1993-11-23,1993,11,Thor-Delta,Plesetsk Cosmodrome,Other,NASA,Lunar,Interplanetary,37,1,1,,0,0,0,,Cold War,orbital
SL002497,1996-11-01,1996,11,Rokot,Plesetsk Cosmodrome,Russia,Khrunichev,Space Station Resupply,ISS,803,1,1,,0,0,0,41.0,Post-Soviet,orbital
SL002498,1975-04-04,1975,4,Atlas-Centaur,SpaceX Starbase (Boca Chica),USA,GD,Scientific,LEO,1822,1,0,engine failure,0,0,0,,Cold War,orbital
SL002499,2018-09-10,2018,9,Falcon 9 v1.0,Cape Canaveral SLC-40,USA,SpaceX,Weather,LEO,1268,1,1,,0,0,0,61.4,New Space,orbital
SL002500,1992-08-07,1992,8,Scout,San Marco Platform,Other,LTV,Space Station Module,ISS,61,1,0,guidance failure,0,0,0,,Cold War,orbital
SL002501,1963-03-20,1963,3,Thor-Delta,Wallops Flight Facility,USA,NASA,Human Spaceflight,LEO,69,1,1,,1,4,0,,Cold War,orbital
SL002502,2008-01-15,2008,1,Jupiter-C,SpaceX Starbase (Boca Chica),USA,Army,Astronomy,LEO,2,1,0,engine failure,0,0,0,,Cold War,suborbital
SL002503,2023-06-08,2023,6,Long March 11,Wenchang Space Launch,China,CASC,Commercial Satellite,GEO,114,6,1,,0,0,0,9.6,Modern,small-sat
SL002504,2018-09-07,2018,9,Soyuz-2.1b,Plesetsk Cosmodrome,Russia,TsSKB,Rideshare,LEO,1627,22,1,,0,0,0,57.2,Modern,orbital
SL002505,1980-10-10,1980,10,Cosmos-3M,Plesetsk Cosmodrome,USSR,PO Polyot,Earth Observation,LEO,555,1,1,,0,0,0,,Cold War,orbital
SL002506,1965-09-21,1965,9,Proton-K,Plesetsk Cosmodrome,USSR,Khrunichev,Human Spaceflight,ISS,3995,1,0,engine failure,1,5,0,,Cold War,orbital
SL002507,2023-12-18,2023,12,Saturn V,Wallops Flight Facility,USA,NASA,Rideshare,LEO,51603,44,1,,0,0,0,,Cold War,orbital
SL002508,2023-04-20,2023,4,Taurus,Cape Canaveral SLC-41,USA,Orbital Sciences,Commercial Satellite,GEO,325,2,1,,0,0,0,26.9,Post-Cold War,orbital
SL002509,1994-01-21,1994,1,Long March 1,Jiuquan Satellite Launch,China,CASC,Human Spaceflight,ISS,103,1,1,,1,1,0,,Cold War,orbital
SL002510,2004-07-23,2004,7,Proton-M,Plesetsk Cosmodrome,Russia,Khrunichev,Technology Demonstration,LEO,4543,1,1,,0,0,0,123.4,Modern,orbital
SL002511,1989-05-10,1989,5,Proton-K,Kapustin Yar,USSR,Khrunichev,Space Telescope,LEO,3995,1,1,,0,0,0,,Cold War,orbital
SL002512,1987-01-22,1987,1,Thor-Delta,Kennedy Space Center LC-39A,USA,NASA,Interplanetary,Interplanetary,65,1,0,engine failure,0,0,0,,Cold War,orbital
SL002513,1970-08-07,1970,8,Thor-Delta,Cape Canaveral SLC-40,USA,NASA,Scientific,LEO,46,1,1,,0,0,0,,Cold War,orbital
SL002514,1968-08-13,1968,8,Titan III,SpaceX Starbase (Boca Chica),USA,USAF,Defense/Intelligence,LEO,4024,1,0,structural failure,0,0,0,,Cold War,orbital
SL002515,1977-10-06,1977,10,Atlas-Centaur,Cape Canaveral SLC-40,USA,GD,Earth Observation,LEO,855,1,1,,0,0,0,,Cold War,orbital
SL002516,2019-03-06,2019,3,Rokot,Svobodny / Vostochny,Russia,Khrunichev,Earth Observation,LEO,244,1,1,,0,0,0,38.4,Post-Soviet,orbital
SL002517,1971-03-24,1971,3,Cosmos-3M,Plesetsk Cosmodrome,USSR,PO Polyot,Defense/Intelligence,LEO,231,1,1,,0,0,0,,Cold War,orbital
SL002518,1976-07-12,1976,7,Voskhod,Plesetsk Cosmodrome,USSR,OKB-1,Earth Observation,LEO,413,1,1,,0,0,0,,Cold War,orbital
SL002519,1995-10-19,1995,10,Diamant,Kourou ELS (Vega),Europe,CNES,Astronomy,SSO,28,1,1,,0,0,0,,Cold War,orbital
SL002520,1976-12-10,1976,12,Diamant,Kourou ELA-4 (Ariane 6),Europe,CNES,Defense/Intelligence,LEO,21,1,0,upper stage failure,0,0,0,,Cold War,orbital
SL002521,1972-05-24,1972,5,Diamant,Kourou ELS (Vega),Europe,CNES,Communications,GTO,39,1,0,range safety,0,0,0,,Cold War,orbital
SL002522,1996-01-14,1996,1,Titan IV,Mahia Peninsula LC-1,USA,Lockheed,Astronomy,GEO,2427,1,1,,0,0,0,381.2,Post-Cold War,orbital
SL002523,1984-08-09,1984,8,Cosmos-3M,Kapustin Yar,USSR,PO Polyot,IoT/Cubesat,SSO,453,1,1,,0,0,0,,Cold War,orbital
SL002524,2002-02-28,2002,2,Soyuz-FG,Plesetsk Cosmodrome,Russia,TsSKB,Human Spaceflight,ISS,3399,1,1,,1,4,0,64.3,Modern,orbital
SL002525,2022-01-21,2022,1,Long March 1,Xichang Satellite Launch,China,CASC,Space Telescope,GEO,66,1,1,,0,0,0,,Cold War,orbital
SL002526,1972-12-20,1972,12,Cyclone-2,Plesetsk Cosmodrome,USSR,Yuzhnoye,Scientific,LEO,771,1,1,,0,0,0,,Cold War,orbital
SL002527,2022-07-28,2022,7,Ceres-1,Wenchang Space Launch,China,Galactic Energy,Rideshare,LEO,73,143,0,engine failure,0,0,0,,New Space,small-sat
SL002528,2022-03-10,2022,3,Minotaur IV,Vandenberg SFB SLC-4E,USA,Orbital ATK,Defense/Intelligence,SSO,294,1,1,,0,0,0,50.7,Modern,orbital
SL002529,2018-09-01,2018,9,Ariane 4,Kourou ELA-4 (Ariane 6),Europe,Arianespace,Lunar,TLI,644,1,1,,0,0,0,,Post-Cold War,orbital
SL002530,2003-01-26,2003,1,Saturn V,Wallops Flight Facility,USA,NASA,Astronomy,LEO,27506,1,0,upper stage failure,0,0,0,,Cold War,orbital
SL002531,2001-06-24,2001,6,Soyuz-FG,Plesetsk Cosmodrome,Russia,TsSKB,Weather,GEO,1397,1,1,,0,0,0,67.9,Modern,orbital
SL002532,2003-07-22,2003,7,Soyuz-FG,Svobodny / Vostochny,Russia,TsSKB,Defense/Intelligence,LEO,2576,1,1,,0,0,0,68.6,Modern,orbital
SL002533,2008-11-21,2008,11,Soyuz-FG,Svobodny / Vostochny,Russia,TsSKB,Weather,LEO,877,1,1,,0,0,0,114.0,Modern,orbital
SL002534,1961-11-06,1961,11,Juno I,Kennedy Space Center LC-39A,USA,Army,Scientific,GEO,5,1,0,software,0,0,0,,Cold War,orbital
